regis_no,fir_capacity,bus_capacity,eco_capacity,aircratft_type,company_id
K422074,16,24,138,Boeing 737-700,19231
N340594,16,24,138,Boeing 737-700,19231
O983741,16,24,138,Boeing 737-700,19231
I669112,16,24,138,Boeing 737-700,19231
V816783,16,24,138,Boeing 737-700,19231
V394252,16,24,138,Boeing 737-700,19231
T742476,16,24,138,Boeing 737-700,19231
X277306,16,24,138,Boeing 737-700,19231
E691803,16,24,138,Boeing 737-700,19231
Z126812,16,24,138,Boeing 737-700,19231
Z600973,16,24,138,Boeing 737-700,19231
J568291,16,24,138,Boeing 737-700,19231
S843576,16,24,138,Boeing 737-700,19231
C757936,16,24,138,Boeing 737-700,19231
F169018,16,24,138,Boeing 737-700,19231
D703460,16,24,138,Boeing 737-700,19231
V193096,16,24,138,Boeing 737-700,19231
V357002,16,24,138,Boeing 737-700,19231
L896809,16,24,138,Boeing 737-700,19231
E60386,16,24,138,Boeing 737-700,19231
F905340,16,24,138,Boeing 737-700,19231
A396283,16,24,138,Boeing 737-700,19231
N119449,16,24,138,Boeing 737-700,19231
I484734,16,24,138,Boeing 737-700,19231
X115608,16,24,138,Boeing 737-700,19231
S584318,16,24,138,Boeing 737-700,19231
N386204,16,24,138,Boeing 737-700,19231
D456982,16,24,138,Boeing 737-700,19231
C739786,16,24,138,Boeing 737-700,19231
D982363,16,24,138,Boeing 737-700,19231
T878366,16,24,138,Boeing 737-700,19231
V293385,16,24,138,Boeing 737-700,19231
B857984,16,24,138,Boeing 737-700,19231
M862964,16,24,138,Boeing 737-700,19231
D441922,16,24,138,Boeing 737-700,19231
Y825802,16,24,138,Boeing 737-700,19231
A238711,16,24,138,Boeing 737-700,19231
B890549,16,24,138,Boeing 737-700,19231
J670741,16,24,138,Boeing 737-700,19231
J128454,16,24,138,Boeing 737-700,19231
C547031,16,24,138,Boeing 737-700,19231
O671516,16,24,138,Boeing 737-700,19231
R409918,16,24,138,Boeing 737-700,19231
H123942,16,24,138,Boeing 737-700,19231
Z956282,16,24,138,Boeing 737-700,19231
O136560,16,24,138,Boeing 737-700,19231
V557134,16,24,138,Boeing 737-700,19231
W549623,16,24,138,Boeing 737-700,19231
C786833,16,24,138,Boeing 737-700,19231
X872287,16,24,138,Boeing 737-700,19231
U663419,16,24,138,Boeing 737-700,19231
D369941,16,24,138,Boeing 737-700,19231
G266349,16,24,138,Boeing 737-700,19231
O971664,16,24,138,Boeing 737-700,19231
K926556,16,24,138,Boeing 737-700,19231
X772214,16,24,138,Boeing 737-700,19231
Q958925,16,24,138,Boeing 737-700,19231
E570765,16,24,138,Boeing 737-700,19231
J831220,16,24,138,Boeing 737-700,19231
V118155,16,24,138,Boeing 737-700,19231
S982910,16,24,138,Boeing 737-700,19231
E881174,16,24,138,Boeing 737-700,19231
P264272,16,24,138,Boeing 737-700,19231
Z947573,16,24,138,Boeing 737-700,19231
M988591,16,24,138,Boeing 737-700,19231
E560135,16,24,138,Boeing 737-700,19231
F888611,16,24,138,Boeing 737-700,19231
I769852,16,24,138,Boeing 737-700,19231
D98229,16,24,138,Boeing 737-700,19231
D240163,16,24,138,Boeing 737-700,19231
W583832,16,24,138,Boeing 737-700,19231
P678286,16,24,138,Boeing 737-700,19231
S865233,16,24,138,Boeing 737-700,19231
T796572,16,24,138,Boeing 737-700,19231
K741358,16,24,138,Boeing 737-700,19231
V42625,16,24,138,Boeing 737-700,19231
D251673,16,24,138,Boeing 737-700,19231
D45330,16,24,138,Boeing 737-700,19231
U42736,16,24,138,Boeing 737-700,19231
O461555,16,24,138,Boeing 737-700,19231
S416874,16,24,138,Boeing 737-700,19231
X501813,16,24,138,Boeing 737-700,19231
Q894691,16,24,138,Boeing 737-700,19231
K305590,16,24,138,Boeing 737-700,19231
P990693,16,24,138,Boeing 737-700,19231
H74743,16,24,138,Boeing 737-700,19231
A498618,16,24,138,Boeing 737-700,19231
I619027,16,24,138,Boeing 737-700,19231
V734421,16,24,138,Boeing 737-700,19231
O286819,16,24,138,Boeing 737-700,19231
H402245,16,24,138,Boeing 737-700,19231
L181891,16,24,138,Boeing 737-700,19231
K351100,16,24,138,Boeing 737-700,19231
Q648875,16,24,138,Boeing 737-700,19231
T598797,16,24,138,Boeing 737-700,19231
B111739,16,24,138,Boeing 737-700,19231
L922615,16,24,138,Boeing 737-700,19231
Z100576,16,24,138,Boeing 737-700,19231
K37897,16,24,138,Boeing 737-700,19231
J70789,16,24,138,Boeing 737-700,19231
Y42453,16,24,138,Boeing 737-700,19231
B708839,16,24,138,Boeing 737-700,19231
Q360766,16,24,138,Boeing 737-700,19231
O512727,16,24,138,Boeing 737-700,19231
X157305,16,24,138,Boeing 737-700,19231
U656005,16,24,138,Boeing 737-700,19231
Y592202,16,24,138,Boeing 737-700,19231
T297147,16,24,138,Boeing 737-700,19231
M864459,16,24,138,Boeing 737-700,19231
Y548263,16,24,138,Boeing 737-700,19231
I777073,16,24,138,Boeing 737-700,19231
Y694520,16,24,138,Boeing 737-700,19231
X195998,16,24,138,Boeing 737-700,19231
P723571,16,24,138,Boeing 737-700,19231
S700063,16,24,138,Boeing 737-700,19231
P539216,16,24,138,Boeing 737-700,19231
H205214,16,24,138,Boeing 737-700,19231
Z803865,16,24,138,Boeing 737-700,19231
T672983,16,24,138,Boeing 737-700,19231
N182121,16,24,138,Boeing 737-700,19231
S87041,16,24,138,Boeing 737-700,19231
R896662,16,24,138,Boeing 737-700,19231
X795313,16,24,138,Boeing 737-700,19231
J241838,16,24,138,Boeing 737-700,19231
V961028,16,24,138,Boeing 737-700,19231
E685006,16,24,138,Boeing 737-700,19231
V878314,16,24,138,Boeing 737-700,19231
A187485,16,24,138,Boeing 737-700,19231
N637750,16,24,138,Boeing 737-700,19231
P455255,16,24,138,Boeing 737-700,19231
J141759,16,24,138,Boeing 737-700,19231
G558678,16,24,138,Boeing 737-700,19231
A51626,16,24,138,Boeing 737-700,19231
A192141,16,24,138,Boeing 737-700,19231
H812485,16,24,138,Boeing 737-700,19231
Q136810,16,24,138,Boeing 737-700,19231
W872700,16,24,138,Boeing 737-700,19231
R230608,16,24,138,Boeing 737-700,19231
H24567,16,24,138,Boeing 737-700,19231
X735165,16,24,138,Boeing 737-700,19231
X634059,16,24,138,Boeing 737-700,19231
W371517,16,24,138,Boeing 737-700,19231
O291049,16,24,138,Boeing 737-700,19231
L19404,16,24,138,Boeing 737-700,19231
G811138,16,24,138,Boeing 737-700,19231
L495750,16,24,138,Boeing 737-700,19231
Y982085,16,24,138,Boeing 737-700,19231
R108810,16,24,138,Boeing 737-700,19231
R358874,16,24,138,Boeing 737-700,19231
K804521,16,24,138,Boeing 737-700,19231
W697005,16,24,138,Boeing 737-700,19231
V386813,16,24,138,Boeing 737-700,19231
K641674,16,24,138,Boeing 737-700,19231
D842745,16,24,138,Boeing 737-700,19231
L957793,16,24,138,Boeing 737-700,19231
F64962,16,24,138,Boeing 737-700,19231
T928051,16,24,138,Boeing 737-700,19231
I440294,16,24,138,Boeing 737-700,19231
N345177,16,24,138,Boeing 737-700,19231
Q260575,16,24,138,Boeing 737-700,19231
L697818,16,24,138,Boeing 737-700,19231
M778834,16,24,138,Boeing 737-700,19231
O138338,16,24,138,Boeing 737-700,19231
N745378,16,24,138,Boeing 737-700,19231
H744984,16,24,138,Boeing 737-700,19231
Y539274,16,24,138,Boeing 737-700,19231
B942123,16,24,138,Boeing 737-700,19231
W67559,16,24,138,Boeing 737-700,19231
J12862,16,24,138,Boeing 737-700,19231
Q68858,16,24,138,Boeing 737-700,19231
X719500,16,24,138,Boeing 737-700,19231
Z270097,16,24,138,Boeing 737-700,19231
S231735,16,24,138,Boeing 737-700,19231
T890336,16,24,138,Boeing 737-700,19231
W236169,16,24,138,Boeing 737-700,19231
T640879,16,24,138,Boeing 737-700,19231
Z799248,16,24,138,Boeing 737-700,19231
G246585,16,24,138,Boeing 737-700,19231
N827916,16,24,138,Boeing 737-700,19231
K650479,16,24,138,Boeing 737-700,19231
A53179,16,24,138,Boeing 737-700,19231
S611303,16,24,138,Boeing 737-700,19231
R82397,16,24,138,Boeing 737-700,19231
Q573069,16,24,138,Boeing 737-700,19231
L107467,16,24,138,Boeing 737-700,19231
V442524,16,24,138,Boeing 737-700,19231
E397913,16,24,138,Boeing 737-700,19231
W781590,16,24,138,Boeing 737-700,19231
J809404,16,24,138,Boeing 737-700,19231
U901730,16,24,138,Boeing 737-700,19231
Z588691,16,24,138,Boeing 737-700,19231
Z741418,16,24,138,Boeing 737-700,19231
V861142,16,24,138,Boeing 737-700,19231
M612283,16,24,138,Boeing 737-700,19231
E85961,16,24,138,Boeing 737-700,19231
K538367,16,24,138,Boeing 737-700,19231
N78708,16,24,138,Boeing 737-700,19231
E94896,16,24,138,Boeing 737-700,19231
L184259,16,24,138,Boeing 737-700,19231
J178378,16,24,138,Boeing 737-700,19231
M385474,16,24,138,Boeing 737-700,19231
W536529,16,24,138,Boeing 737-700,19231
F524320,16,24,138,Boeing 737-700,19231
E186453,16,24,138,Boeing 737-700,19231
Y928852,16,24,138,Boeing 737-700,19231
O35396,16,24,138,Boeing 737-700,19231
P932413,16,24,138,Boeing 737-700,19231
I753541,16,24,138,Boeing 737-700,19231
U88777,16,24,138,Boeing 737-700,19231
K793498,16,24,138,Boeing 737-700,19231
A407047,16,24,138,Boeing 737-700,19231
U369645,16,24,138,Boeing 737-700,19231
Y227759,16,24,138,Boeing 737-700,19231
P167528,16,24,138,Boeing 737-700,19231
J91602,16,24,138,Boeing 737-700,19231
F887732,16,24,138,Boeing 737-700,19231
U989753,16,24,138,Boeing 737-700,19231
N553106,16,24,138,Boeing 737-700,19231
D591232,16,24,138,Boeing 737-700,19231
T324206,16,24,138,Boeing 737-700,19231
Y891553,16,24,138,Boeing 737-700,19231
W75056,16,24,138,Boeing 737-700,19231
I668966,16,24,138,Boeing 737-700,19231
V494084,16,24,138,Boeing 737-700,19231
S669674,16,24,138,Boeing 737-700,19231
B29855,16,24,138,Boeing 737-700,19231
Z890784,16,24,138,Boeing 737-700,19231
R340991,16,24,138,Boeing 737-700,19231
N583423,16,24,138,Boeing 737-700,19231
P980199,16,24,138,Boeing 737-700,19231
Z43870,16,24,138,Boeing 737-700,19231
H402535,16,24,138,Boeing 737-700,19231
B884655,16,24,138,Boeing 737-700,19231
U231046,16,24,138,Boeing 737-700,19231
Y579849,16,24,138,Boeing 737-700,19231
E944560,16,24,138,Boeing 737-700,19231
S570592,16,24,138,Boeing 737-700,19231
D350387,16,24,138,Boeing 737-700,19231
D952483,16,24,138,Boeing 737-700,19231
L880176,16,24,138,Boeing 737-700,19231
Q416939,16,24,138,Boeing 737-700,19231
N576049,16,24,138,Boeing 737-700,19231
D469879,16,24,138,Boeing 737-700,19231
S676648,16,24,138,Boeing 737-700,19231
V243312,16,24,138,Boeing 737-700,19231
N457474,16,24,138,Boeing 737-700,19231
V659924,16,24,138,Boeing 737-700,19231
Y278409,16,24,138,Boeing 737-700,19231
G803687,16,24,138,Boeing 737-700,19231
H434183,16,24,138,Boeing 737-700,19231
O490627,16,24,138,Boeing 737-700,19231
X266884,16,24,138,Boeing 737-700,19231
Z868416,16,24,138,Boeing 737-700,19231
F386169,16,24,138,Boeing 737-700,19231
J187353,16,24,138,Boeing 737-700,19231
X198935,16,24,138,Boeing 737-700,19231
V907369,16,24,138,Boeing 737-700,19231
I504220,16,24,138,Boeing 737-700,19231
X846853,16,24,138,Boeing 737-700,19231
B610094,16,24,138,Boeing 737-700,19231
D772085,16,24,138,Boeing 737-700,19231
P789747,16,24,138,Boeing 737-700,19231
G740365,16,24,138,Boeing 737-700,19231
E426774,16,24,138,Boeing 737-700,19231
S591400,16,24,138,Boeing 737-700,19231
W269942,16,24,138,Boeing 737-700,19231
C987171,16,24,138,Boeing 737-700,19231
F827638,16,24,138,Boeing 737-700,19231
P293044,16,24,138,Boeing 737-700,19231
G283386,16,24,138,Boeing 737-700,19231
Q465006,16,24,138,Boeing 737-700,19231
B716950,16,24,138,Boeing 737-700,19231
J174307,16,24,138,Boeing 737-700,19231
S239866,16,24,138,Boeing 737-700,19231
X704147,16,24,138,Boeing 737-700,19231
L143757,16,24,138,Boeing 737-700,19231
J899330,16,24,138,Boeing 737-700,19231
F654398,16,24,138,Boeing 737-700,19231
S273175,16,24,138,Boeing 737-700,19231
B281571,16,24,138,Boeing 737-700,19231
A716168,16,24,138,Boeing 737-700,19231
H933598,16,24,138,Boeing 737-700,19231
T852994,16,24,138,Boeing 737-700,19231
C351357,16,24,138,Boeing 737-700,19231
U474964,16,24,138,Boeing 737-800,19231
Y442269,16,24,138,Boeing 737-800,19231
Q152760,16,24,138,Boeing 737-800,19231
L29572,16,24,138,Boeing 737-800,19231
P361064,16,24,138,Boeing 737-800,19231
A834871,16,24,138,Boeing 737-800,19231
I466742,16,24,138,Boeing 737-800,19231
B631065,16,24,138,Boeing 737-800,19231
W99971,16,24,138,Boeing 737-800,19231
T678166,16,24,138,Boeing 737-800,19231
L5173,16,24,138,Boeing 737-800,19231
W669593,16,24,138,Boeing 737-800,19231
Q925155,16,24,138,Boeing 737-800,19231
W100739,16,24,138,Boeing 737-800,19231
P777279,16,24,138,Boeing 737-800,19231
P480315,16,24,138,Boeing 737-800,19231
D756058,16,24,138,Boeing 737-800,19231
P53346,16,24,138,Boeing 737-800,19231
R170143,16,24,138,Boeing 737-800,19231
A675015,16,24,138,Boeing 737-800,19231
C723633,16,24,138,Boeing 737-800,19231
I269067,16,24,138,Boeing 737-800,19231
Q868498,16,24,138,Boeing 737-800,19231
N772707,16,24,138,Boeing 737-800,19231
E344465,16,24,138,Boeing 737-800,19231
B687023,16,24,138,Boeing 737-800,19231
M327887,16,24,138,Boeing 737-800,19231
F693692,16,24,138,Boeing 737-800,19231
N527440,16,24,138,Boeing 737-800,19231
B593247,16,24,138,Boeing 737-800,19231
M439872,16,24,138,Boeing 737-800,19231
E675884,16,24,138,Boeing 737-800,19231
D339474,16,24,138,Boeing 737-800,19231
N482128,16,24,138,Boeing 737-800,19231
Z119882,16,24,138,Boeing 737-800,19231
R265910,16,24,138,Boeing 737-800,19231
N580710,16,24,138,Boeing 737-800,19231
Z651104,16,24,138,Boeing 737-800,19231
J805707,16,24,138,Boeing 737-800,19231
A894242,16,24,138,Boeing 737-800,19231
V897334,16,24,138,Boeing 737-800,19231
X60189,16,24,138,Boeing 737-800,19231
L44021,16,24,138,Boeing 737-800,19231
Q163459,16,24,138,Boeing 737-800,19231
Y275540,16,24,138,Boeing 737-800,19231
C598126,16,24,138,Boeing 737-800,19231
P576550,16,24,138,Boeing 737-800,19231
K344453,16,24,138,Boeing 737-800,19231
Z535896,16,24,138,Boeing 737-800,19231
S705021,16,24,138,Boeing 737-800,19231
B28743,16,24,138,Boeing 737-800,19231
B841523,16,24,138,Boeing 737-800,19231
Z933370,16,24,138,Boeing 737-800,19231
P961239,16,24,138,Boeing 737-800,19231
B798430,16,24,138,Boeing 737-800,19231
H726532,16,24,138,Boeing 737-800,19231
Q401346,16,24,138,Boeing 737-800,19231
V522214,16,24,138,Boeing 737-800,19231
U667561,16,24,138,Boeing 737-800,19231
L904520,16,24,138,Boeing 737-800,19231
F831325,16,24,138,Boeing 737-800,19231
S688553,16,24,138,Boeing 737-800,19231
G21773,16,24,138,Boeing 737-800,19231
E172702,16,24,138,Boeing 737-800,19231
M759927,16,24,138,Boeing 737-800,19231
O156545,16,24,138,Boeing 737-800,19231
W462322,16,24,138,Boeing 737-800,19231
F956442,16,24,138,Boeing 737-800,19231
R356490,16,24,138,Boeing 737-800,19231
Q857482,16,24,138,Boeing 737-800,19231
S449987,16,24,138,Boeing 737-800,19231
N611387,16,24,138,Boeing 737-800,19231
G505902,16,24,138,Boeing 737-800,19231
N955188,16,24,138,Boeing 737-800,19231
R858081,16,24,138,Boeing 737-800,19231
E250968,16,24,138,Boeing 737-800,19231
K343138,16,24,138,Boeing 737-800,19231
L277374,16,24,138,Boeing 737-800,19231
F21535,16,24,138,Boeing 737-800,19231
O375388,16,24,138,Boeing 737-800,19231
A860129,16,24,138,Boeing 737-800,19231
O459482,16,24,138,Boeing 737-800,19231
N988294,16,24,138,Boeing 737-800,19231
K924073,16,24,138,Boeing 737-800,19231
I164910,16,24,138,Boeing 737-800,19231
V346125,16,24,138,Boeing 737-800,19231
C652780,16,24,138,Boeing 737-800,19231
K606808,16,24,138,Boeing 737-800,19231
G26298,16,24,138,Boeing 737-800,19231
P689072,16,24,138,Boeing 737-800,19231
R459619,16,24,138,Boeing 737-800,19231
Z142434,16,24,138,Boeing 737-800,19231
E315601,16,24,138,Boeing 737-800,19231
Y532475,16,24,138,Boeing 737-800,19231
P190947,16,24,138,Boeing 737-800,19231
R482937,16,24,138,Boeing 737-800,19231
F875200,16,24,138,Boeing 737-800,19231
T182853,16,24,138,Boeing 737-800,19231
C383357,16,24,138,Boeing 737-800,19231
B69937,16,24,138,Boeing 737-800,19231
L232784,16,24,138,Boeing 737-800,19231
Y189984,16,24,138,Boeing 737-800,19231
R250473,16,24,138,Boeing 737-800,19231
I80898,16,24,138,Boeing 737-800,19231
D350510,16,24,138,Boeing 737-800,19231
N978000,16,24,138,Boeing 737-800,19231
G985288,16,24,138,Boeing 737-800,19231
Y706742,16,24,138,Boeing 737-800,19231
C187747,16,24,138,Boeing 737-800,19231
Z340540,16,24,138,Boeing 737-800,19231
C764793,16,24,138,Boeing 737-800,19231
O885838,16,24,138,Boeing 737-800,19231
L858794,16,24,138,Boeing 737-800,19231
H984829,16,24,138,Boeing 737-800,19231
M283593,16,24,138,Boeing 737-800,19231
G529885,16,24,138,Boeing 737-800,19231
L768529,16,24,138,Boeing 737-800,19231
O173689,16,24,138,Boeing 737-800,19231
O357334,16,24,138,Boeing 737-800,19231
E681277,16,24,138,Boeing 737-800,19231
J693407,16,24,138,Boeing 737-800,19231
Q707497,16,24,138,Boeing 737-800,19231
I545805,16,24,138,Boeing 737-800,19231
R929023,16,24,138,Boeing 737-800,19231
N637527,16,24,138,Boeing 737-800,19231
I292681,16,24,138,Boeing 737-800,19231
N167386,16,24,138,Boeing 737-800,19231
P673549,16,24,138,Boeing 737-800,19231
S872482,16,24,138,Boeing 737-800,19231
S810564,16,24,138,Boeing 737-800,19231
D114947,16,24,138,Boeing 737-800,19231
L257713,16,24,138,Boeing 737-800,19231
J954879,16,24,138,Boeing 737-800,19231
P197634,16,24,138,Boeing 737-800,19231
P710433,16,24,138,Boeing 737-800,19231
M389380,16,24,138,Boeing 737-800,19231
L971353,16,24,138,Boeing 737-800,19231
M291471,16,24,138,Boeing 737-800,19231
S14415,16,24,138,Boeing 737-800,19231
A701314,16,24,138,Boeing 737-800,19231
B543025,16,24,138,Boeing 737-800,19231
E530256,16,24,138,Boeing 737-800,19231
H481436,16,24,138,Boeing 737-800,19231
Y643413,16,24,138,Boeing 737-800,19231
Y636078,16,24,138,Boeing 737-800,19231
N35630,16,24,138,Boeing 737-800,19231
O337277,16,24,138,Boeing 737-800,19231
Z146323,16,24,138,Boeing 737-800,19231
U340935,16,24,138,Boeing 737-800,19231
F160206,16,24,138,Boeing 737-800,19231
L2163,16,24,138,Boeing 737-800,19231
X697285,16,24,138,Boeing 737-800,19231
W750009,16,24,138,Boeing 737-800,19231
I354695,16,24,138,Boeing 737-800,19231
U765640,16,24,138,Boeing 737-800,19231
V835062,16,24,138,Boeing 737-800,19231
E582967,16,24,138,Boeing 737-800,19231
M281173,16,24,138,Boeing 737-800,19231
T766275,16,24,138,Boeing 737-800,19231
A979245,16,24,138,Boeing 737-800,19231
C659186,16,24,138,Boeing 737-800,19231
Q66636,16,24,138,Boeing 737-800,19231
B461073,16,24,138,Boeing 737-800,19231
H347008,16,24,138,Boeing 737-800,19231
Q783340,16,24,138,Boeing 737-800,19231
P706698,16,24,138,Boeing 737-800,19231
B763196,16,24,138,Boeing 737-800,19231
C653917,16,24,138,Boeing 737-800,19231
X224784,16,24,138,Boeing 737-800,19231
X995972,16,24,138,Boeing 737-800,19231
B580619,16,24,138,Boeing 737-800,19231
I18699,16,24,138,Boeing 737-800,19231
Q254847,16,24,138,Boeing 737-800,19231
Y436909,16,24,138,Boeing 737-800,19231
T2836,16,24,138,Boeing 737-800,19231
Z95512,16,24,138,Boeing 737-800,19231
F514794,16,24,138,Boeing 737-800,19231
E288247,16,24,138,Boeing 737-800,19231
I314697,16,24,138,Boeing 737-800,19231
K943807,16,24,138,Boeing 737-800,19231
M518049,16,24,138,Boeing 737-800,19231
G602643,16,24,138,Boeing 737-800,19231
N693865,16,24,138,Boeing 737-800,19231
M114543,16,24,138,Boeing 737-800,19231
G427121,16,24,138,Boeing 737-800,19231
M418493,16,24,138,Boeing 737-800,19231
J286171,16,24,138,Boeing 737-800,19231
S675996,16,24,138,Boeing 737-800,19231
F848030,16,24,138,Boeing 737-800,19231
L756904,16,24,138,Boeing 737-800,19231
W668339,16,24,138,Boeing 737-800,19231
M634130,16,24,138,Boeing 737-800,19231
A117237,16,24,138,Boeing 737-800,19231
P219249,16,24,138,Boeing 737-800,19231
H579248,16,24,138,Boeing 737-800,19231
E231056,16,24,138,Boeing 737-800,19231
C425162,16,24,138,Boeing 737-800,19231
S143486,16,24,138,Boeing 737-800,19231
V806178,16,24,138,Boeing 737-800,19231
M279705,16,24,138,Boeing 737-800,19231
V310543,16,24,138,Boeing 737-800,19231
H794476,16,24,138,Boeing 737-800,19231
E522040,16,24,138,Boeing 737-800,19231
S914214,16,24,138,Boeing 737-800,19231
C905629,16,24,138,Boeing 737-800,19231
H29081,16,24,138,Boeing 737-800,19231
S281712,16,24,138,Boeing 737-800,19231
O85219,16,24,138,Boeing 737 MAX 8,19231
F436306,16,24,138,Boeing 737 MAX 8,19231
V764189,16,24,138,Boeing 737 MAX 8,19231
K807948,16,24,138,Boeing 737 MAX 8,19231
G743151,16,24,138,Boeing 737 MAX 8,19231
N76616,16,24,138,Boeing 737 MAX 8,19231
Q317185,16,24,138,Boeing 737 MAX 8,19231
Z502400,16,24,138,Boeing 737 MAX 8,19231
G944723,16,24,138,Boeing 737 MAX 8,19231
W969037,16,24,138,Boeing 737 MAX 8,19231
J147940,16,24,138,Boeing 737 MAX 8,19231
F284465,16,24,138,Boeing 737 MAX 8,19231
F189041,16,24,138,Boeing 737 MAX 8,19231
M475080,16,24,138,Boeing 737 MAX 8,19231
O12963,16,24,138,Boeing 737 MAX 8,19231
Q654350,16,24,138,Boeing 737 MAX 8,19231
K347417,16,24,138,Boeing 737 MAX 8,19231
J576154,16,24,138,Boeing 737 MAX 8,19231
T192419,16,24,138,Boeing 737 MAX 8,19231
S31394,16,24,138,Boeing 737 MAX 8,19231
L847463,16,24,138,Boeing 737 MAX 8,19231
W240139,16,24,138,Boeing 737 MAX 8,19231
R105553,16,24,138,Boeing 737 MAX 8,19231
O534249,16,24,138,Boeing 737 MAX 8,19231
E403726,16,24,138,Boeing 737 MAX 8,19231
R759596,16,24,138,Boeing 737 MAX 8,19231
H275452,16,24,138,Boeing 737 MAX 8,19231
E950421,16,24,138,Boeing 737 MAX 8,19231
P448712,16,24,138,Boeing 737 MAX 8,19231
A855708,16,24,138,Boeing 737 MAX 8,19231
C753065,16,24,138,Boeing 737 MAX 8,19231
C921533,16,24,138,Boeing 737 MAX 8,19231
C774230,16,24,138,Boeing 737 MAX 8,19231
Z629039,16,24,138,Boeing 737 MAX 8,19231
R794644,16,24,138,Boeing 737 MAX 8,19231
F677074,16,24,138,Boeing 737 MAX 8,19231
B135710,16,24,138,Boeing 737 MAX 8,19231
Z950529,16,24,138,Boeing 737 MAX 8,19231
V236984,16,24,138,Boeing 737 MAX 8,19231
N954478,16,24,138,Boeing 737 MAX 8,19231
N932499,16,24,138,Boeing 737 MAX 8,19231
U766561,16,24,138,Boeing 737 MAX 8,19231
W478985,16,24,138,Boeing 737 MAX 8,19231
J950968,16,24,138,Boeing 737 MAX 8,19231
F248246,16,24,138,Boeing 737 MAX 8,19231
V967237,16,24,138,Boeing 737 MAX 8,19231
O639907,16,24,138,Boeing 737 MAX 8,19231
J701706,16,24,138,Boeing 737 MAX 8,19231
K115448,16,24,138,Boeing 737 MAX 8,19231
Z802073,16,24,138,Boeing 737 MAX 8,19231
N266351,16,24,138,Boeing 737 MAX 8,19231
J806629,16,24,138,Boeing 737 MAX 8,19231
Y431218,16,24,138,Boeing 737 MAX 8,19231
P558104,16,24,138,Boeing 737 MAX 8,19231
L667331,16,24,138,Boeing 737 MAX 8,19231
O758819,16,24,138,Boeing 737 MAX 8,19231
Z148251,16,24,138,Boeing 737 MAX 8,19231
Z509662,16,24,138,Boeing 737 MAX 8,19231
N409277,16,24,138,Boeing 737 MAX 8,19231
S410726,16,24,138,Boeing 737 MAX 8,19231
Q708670,16,24,138,Boeing 737 MAX 8,19231
G832793,16,24,138,Boeing 737 MAX 8,19231
Q878266,16,24,138,Boeing 737 MAX 8,19231
P540831,16,24,138,Boeing 737 MAX 8,19231
T424198,16,24,138,Boeing 737 MAX 8,19231
L192954,16,24,138,Boeing 737 MAX 8,19231
M783433,16,24,138,Boeing 737 MAX 8,19231
B813384,16,24,138,Boeing 737 MAX 8,19231
D879366,16,24,138,Boeing 737 MAX 8,19231
U341835,16,24,138,Boeing 737 MAX 8,19231
F52531,16,24,138,Boeing 737 MAX 8,19231
L538876,16,24,138,Boeing 737 MAX 8,19231
O988950,16,24,138,Boeing 737 MAX 8,19231
U332468,16,24,138,Boeing 737 MAX 8,19231
X953308,16,24,138,Boeing 737 MAX 8,19231
N726846,16,24,138,Boeing 737 MAX 8,19231
U757755,16,24,138,Boeing 737 MAX 8,19231
A37112,16,24,138,Boeing 737 MAX 8,19231
G627406,16,24,138,Boeing 737 MAX 8,19231
J975290,16,24,138,Boeing 737 MAX 8,19231
D40788,16,24,138,Boeing 737 MAX 8,19231
J439118,12,36,78,Airbus A319-100,21112
P754806,12,36,78,Airbus A319-100,21112
S768701,12,36,78,Airbus A319-100,21112
S248814,12,36,78,Airbus A319-100,21112
C225191,12,36,78,Airbus A319-100,21112
Q377174,12,36,78,Airbus A319-100,21112
A931758,12,36,78,Airbus A319-100,21112
M364513,12,36,78,Airbus A319-100,21112
A874984,12,36,78,Airbus A319-100,21112
U288085,12,36,78,Airbus A319-100,21112
Q377455,12,36,78,Airbus A319-100,21112
B808403,12,36,78,Airbus A319-100,21112
M1507,12,36,78,Airbus A319-100,21112
H882767,12,36,78,Airbus A319-100,21112
I258380,12,36,78,Airbus A319-100,21112
T171862,12,36,78,Airbus A319-100,21112
X146350,12,36,78,Airbus A319-100,21112
I339884,12,36,78,Airbus A319-100,21112
B804624,12,36,78,Airbus A319-100,21112
T960895,12,36,78,Airbus A319-100,21112
Q526946,12,36,78,Airbus A319-100,21112
Z763309,12,36,78,Airbus A319-100,21112
B642953,12,36,78,Airbus A319-100,21112
Q224735,12,36,78,Airbus A319-100,21112
W314952,12,36,78,Airbus A319-100,21112
U885981,12,36,78,Airbus A319-100,21112
D642368,12,36,78,Airbus A319-100,21112
J370153,12,36,78,Airbus A319-100,21112
D627547,12,36,78,Airbus A319-100,21112
W533083,12,36,78,Airbus A319-100,21112
O381126,12,36,78,Airbus A319-100,21112
A671212,12,36,78,Airbus A319-100,21112
N25120,12,36,78,Airbus A319-100,21112
O178239,12,36,78,Airbus A319-100,21112
Y395060,12,36,78,Airbus A319-100,21112
H10896,12,36,78,Airbus A319-100,21112
L302250,12,36,78,Airbus A319-100,21112
N530840,12,36,78,Airbus A319-100,21112
N913190,12,36,78,Airbus A319-100,21112
Q786355,12,36,78,Airbus A319-100,21112
Y401228,12,36,78,Airbus A319-100,21112
L607185,12,36,78,Airbus A319-100,21112
H663889,12,36,78,Airbus A319-100,21112
T84123,12,36,78,Airbus A319-100,21112
